CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKBDL30-JUN-2026,1344.2000000,1343.5000000,1391.5000000,1340.5000000,1372.9000000,1368.4000000,1.8000000,3380.0000000,1391250.0000000,3975.0000000,1914372005.0000000
FUTSTKBHARTIARTL30-JUN-2026,1846.8000000,1850.9000000,1874.8000000,1846.7000000,1851.4000000,1852.0000000,0.2800000,10250.0000000,6451450.0000000,13582.0000000,12002763362.5000000
FUTSTKBHARTIARTL25-AUG-2026,1843.2000000,1850.0000000,1872.2000000,1845.0000000,1854.0000000,1854.0000000,0.5800000,61169.0000000,2522725.0000000,5311.0000000,4687541347.5000000
FUTSTKBHARTIARTL28-JUL-2026,1852.0000000,1859.0000000,1880.5000000,1852.1000000,1859.7000000,1859.7000000,0.4100000,59293.0000000,7303125.0000000,15375.0000000,13631507820.0000000
FUTSTKCOALINDIA28-JUL-2026,446.2000000,447.8000000,448.2500000,440.4500000,441.7500000,441.7500000,-0.9900000,50801.0000000,14477400.0000000,10724.0000000,6403471807.5000000
FUTSTKCOALINDIA25-AUG-2026,443.3000000,442.4000000,443.1000000,439.1000000,439.8000000,439.8000000,-0.7800000,1238.0000000,429300.0000000,318.0000000,189105165.0000000
FUTSTKCOALINDIA30-JUN-2026,444.0000000,444.4000000,446.3500000,437.2500000,439.0500000,439.0500000,-1.1100000,8704.0000000,14238450.0000000,10547.0000000,6261117615.0000000
FUTSTKDIXON30-JUN-2026,11871.0000000,11876.0000000,12232.0000000,11804.0000000,11929.0000000,11920.0000000,0.4100000,2606.0000000,552150.0000000,11043.0000000,6601591700.0000000
FUTSTKDIXON25-AUG-2026,11838.0000000,11850.0000000,12322.0000000,11850.0000000,12036.0000000,12036.0000000,1.6700000,1709.0000000,38650.0000000,773.0000000,465764500.0000000
FUTSTKDIXON28-JUL-2026,11805.0000000,11820.0000000,12282.0000000,11809.0000000,12000.0000000,12000.0000000,1.6500000,55098.0000000,1114450.0000000,22289.0000000,13406500450.0000000
FUTSTKGODFRYPHLP25-AUG-2026,2187.3000000,2205.6000000,2205.6000000,2152.0000000,2170.0000000,2170.0000000,-0.7900000,192.0000000,33825.0000000,123.0000000,73503650.0000000
FUTSTKGODFRYPHLP30-JUN-2026,2202.4000000,2190.5000000,2199.9000000,2153.6000000,2176.2000000,2173.2000000,-1.3200000,363.0000000,490875.0000000,1785.0000000,1070443825.0000000
FUTSTKGODFRYPHLP28-JUL-2026,2184.9000000,2198.8000000,2202.4000000,2163.7000000,2186.6000000,2186.6000000,0.0700000,6566.0000000,538450.0000000,1958.0000000,1177285725.0000000
FUTSTKIOC25-AUG-2026,139.9500000,140.5200000,140.7500000,139.0700000,140.0400000,140.0400000,0.0600000,1078.0000000,2861625.0000000,587.0000000,400711642.5000000
FUTSTKIOC28-JUL-2026,140.2200000,140.9900000,141.1000000,139.4900000,140.3800000,140.3800000,0.1100000,25834.0000000,54551250.0000000,11190.0000000,7656693037.5000000
FUTSTKIOC30-JUN-2026,139.4300000,140.0900000,140.5500000,138.5300000,139.5100000,139.3800000,-0.0300000,1209.0000000,49895625.0000000,10235.0000000,6962703052.5000000
FUTSTKKFINTECH30-JUN-2026,869.2500000,874.8000000,915.0000000,872.6500000,878.8500000,879.8000000,1.2100000,905.0000000,1701500.0000000,3403.0000000,1502881000.0000000
FUTSTKKFINTECH28-JUL-2026,864.1000000,874.4500000,887.3000000,863.4000000,874.3500000,874.3500000,1.1800000,9121.0000000,2354625.0000000,4095.0000000,2064322651.2500000
FUTSTKKFINTECH25-AUG-2026,861.7500000,868.0000000,882.1500000,861.6500000,869.1500000,869.1500000,0.8500000,510.0000000,185150.0000000,322.0000000,160748063.7500000
FUTSTKNATIONALUM28-JUL-2026,345.7500000,342.0500000,342.9000000,334.6000000,341.0500000,341.0500000,-1.3500000,27001.0000000,18879375.0000000,10069.0000000,6400603875.0000000
FUTSTKNATIONALUM30-JUN-2026,347.0000000,342.5000000,342.5000000,333.1500000,338.7500000,339.6000000,-2.1300000,2012.0000000,11821875.0000000,6305.0000000,3989425500.0000000
FUTSTKNATIONALUM25-AUG-2026,347.9000000,340.6500000,345.2000000,336.6000000,343.1000000,343.1000000,-1.3700000,741.0000000,601875.0000000,321.0000000,205107750.0000000
FUTIDXNIFTY28-JUL-2026,24037.7000000,24057.7000000,24099.0000000,23940.4000000,24009.1000000,24009.1000000,-0.1100000,275972.0000000,8076510.0000000,124254.0000000,193934882966.5000000
FUTIDXNIFTY25-AUG-2026,24142.3000000,24165.0000000,24200.0000000,24043.4000000,24111.9000000,24111.9000000,-0.1200000,23249.0000000,484705.0000000,7457.0000000,11685932804.0000000
FUTIDXNIFTY30-JUN-2026,23972.9000000,23985.0000000,24026.2000000,23838.6000000,23861.8000000,23865.7500000,-0.4400000,73548.0000000,4328220.0000000,66588.0000000,103524455313.5000000
FUTSTKSHREECEM30-JUN-2026,25290.0000000,25470.0000000,25470.0000000,25055.0000000,25335.0000000,25250.0000000,-0.1500000,1530.0000000,33900.0000000,1356.0000000,857722375.0000000
FUTSTKSHREECEM25-AUG-2026,25250.0000000,25140.0000000,25400.0000000,24985.0000000,25290.0000000,25290.0000000,0.1500000,121.0000000,975.0000000,39.0000000,24635875.0000000
FUTSTKSHREECEM28-JUL-2026,25335.0000000,25390.0000000,25495.0000000,25165.0000000,25355.0000000,25355.0000000,0.0700000,14710.0000000,47950.0000000,1918.0000000,1216962125.0000000
FUTSTKSOLARINDS28-JUL-2026,17819.0000000,17906.0000000,18880.0000000,17853.0000000,18751.0000000,18751.0000000,5.2300000,13676.0000000,357000.0000000,7140.0000000,6603934350.0000000
FUTSTKSOLARINDS30-JUN-2026,17775.0000000,17686.0000000,18844.0000000,17686.0000000,18684.0000000,18696.0000000,5.1800000,460.0000000,166450.0000000,3329.0000000,3046979800.0000000
FUTSTKSOLARINDS25-AUG-2026,17899.0000000,18150.0000000,18950.0000000,18150.0000000,18841.0000000,18841.0000000,5.2600000,713.0000000,53050.0000000,1061.0000000,992296250.0000000
FUTSTKSUPREMEIND30-JUN-2026,3190.2000000,3194.1000000,3200.0000000,3143.0000000,3153.8000000,3157.8000000,-1.0100000,763.0000000,550025.0000000,3143.0000000,1741100305.0000000
FUTSTKSUPREMEIND25-AUG-2026,3222.4000000,3200.0000000,3235.1000000,3186.0000000,3196.0000000,3196.0000000,-0.8100000,289.0000000,22575.0000000,129.0000000,72516150.0000000
FUTSTKSUPREMEIND28-JUL-2026,3204.2000000,3204.2000000,3219.0000000,3160.0000000,3173.0000000,3173.0000000,-0.9700000,14001.0000000,806575.0000000,4609.0000000,2568680695.0000000
FUTSTKTRENT30-JUN-2026,3245.5000000,3285.0000000,3287.0000000,3233.5000000,3272.0000000,3282.5000000,1.1400000,9250.0000000,1357050.0000000,9047.0000000,4430882400.0000000
FUTSTKTRENT25-AUG-2026,3258.1000000,3261.5000000,3300.0000000,3226.3000000,3288.4000000,3288.4000000,0.9200000,890.0000000,99900.0000000,444.0000000,327707820.0000000
FUTSTKTRENT28-JUL-2026,3252.2000000,3270.9000000,3302.0000000,3230.2000000,3285.3000000,3285.3000000,1.0100000,43779.0000000,1565325.0000000,6957.0000000,5128904880.0000000
FUTSTKABCAPITAL30-JUN-2026,386.9500000,389.9000000,395.3500000,386.3000000,391.2000000,391.9500000,1.2900000,616.0000000,5620300.0000000,1813.0000000,2200468505.0000000
FUTSTKABCAPITAL28-JUL-2026,388.9000000,390.5500000,397.7500000,388.3000000,393.8000000,393.8000000,1.2500000,12126.0000000,9253500.0000000,2985.0000000,3647249665.0000000
FUTSTKABCAPITAL25-AUG-2026,391.2000000,393.0000000,398.9500000,391.1500000,396.5500000,396.5500000,1.3600000,172.0000000,151900.0000000,49.0000000,60238270.0000000
FUTSTKALKEM25-AUG-2026,5484.5000000,5517.5000000,5656.0000000,5505.0000000,5632.5000000,5632.5000000,2.6900000,79.0000000,7125.0000000,57.0000000,39678312.5000000
FUTSTKALKEM30-JUN-2026,5420.5000000,5443.5000000,5598.0000000,5443.5000000,5557.5000000,5570.0000000,2.7500000,4041.0000000,304875.0000000,2439.0000000,1683168812.5000000
FUTSTKALKEM28-JUL-2026,5463.5000000,5487.0000000,5638.0000000,5479.5000000,5599.5000000,5599.5000000,2.4800000,9747.0000000,321875.0000000,2575.0000000,1791138125.0000000
FUTSTKANGELONE30-JUN-2026,329.7500000,330.9000000,333.4500000,328.2000000,330.5000000,330.6500000,0.2700000,851.0000000,7565000.0000000,3026.0000000,2499399500.0000000
FUTSTKANGELONE28-JUL-2026,331.3500000,331.5500000,335.5500000,329.2000000,332.7500000,332.7500000,0.4200000,8625.0000000,10977500.0000000,4391.0000000,3648118000.0000000
FUTSTKANGELONE25-AUG-2026,332.8000000,334.0000000,335.1500000,330.7500000,334.3500000,334.3500000,0.4600000,249.0000000,192500.0000000,77.0000000,64072750.0000000
FUTSTKAUROPHARMA28-JUL-2026,1553.0000000,1561.9000000,1602.1000000,1551.5000000,1592.6000000,1592.6000000,2.5400000,22346.0000000,4312550.0000000,7841.0000000,6833968130.0000000
FUTSTKAUROPHARMA30-JUN-2026,1544.3000000,1540.6000000,1594.3000000,1540.6000000,1581.8000000,1578.7000000,2.2200000,4298.0000000,3233450.0000000,5879.0000000,5092233520.0000000
FUTSTKAUROPHARMA25-AUG-2026,1563.6000000,1573.8000000,1607.4000000,1573.8000000,1607.4000000,1594.8000000,1.9900000,56.0000000,13750.0000000,25.0000000,21897040.0000000
FUTIDXBANKNIFTY25-AUG-2026,58477.0000000,58150.4000000,58679.0000000,58150.4000000,58296.8000000,58296.8000000,-0.3000000,5476.0000000,50040.0000000,1668.0000000,2922015120.0000000
FUTIDXBANKNIFTY30-JUN-2026,57812.6000000,57572.6000000,58050.0000000,57469.6000000,57530.0000000,57542.9000000,-0.4600000,23213.0000000,681030.0000000,22701.0000000,39286331268.0000000
FUTIDXBANKNIFTY28-JUL-2026,58148.0000000,58189.6000000,58372.0000000,57856.0000000,57991.2000000,57991.2000000,-0.2600000,72926.0000000,888690.0000000,29623.0000000,51609051510.0000000
FUTSTKBHARATFORG25-AUG-2026,2070.7000000,2050.8000000,2138.3000000,2040.0000000,2126.6000000,2126.6000000,2.6900000,101.0000000,35000.0000000,70.0000000,73447950.0000000
FUTSTKBHARATFORG30-JUN-2026,2093.7000000,2111.0000000,2159.2000000,2054.4000000,2138.7000000,2144.2000000,2.4100000,2602.0000000,1230500.0000000,2461.0000000,2610951650.0000000
FUTSTKBHARATFORG28-JUL-2026,2070.1000000,2079.0000000,2140.0000000,2039.0000000,2130.3000000,2130.3000000,2.9000000,18659.0000000,2427000.0000000,4854.0000000,5110983150.0000000
FUTSTKCOLPAL25-AUG-2026,2005.8000000,1999.9000000,2018.2000000,1994.0000000,2016.3000000,2016.3000000,0.5200000,442.0000000,27225.0000000,99.0000000,54604137.5000000
FUTSTKCOLPAL30-JUN-2026,2001.8000000,1992.3000000,2004.0000000,1978.5000000,1996.2000000,1997.9000000,-0.1900000,1422.0000000,609750.0000000,2710.0000000,1214171865.0000000
FUTSTKCOLPAL28-JUL-2026,1997.9000000,2006.9000000,2011.6000000,1985.0000000,2006.6000000,2006.6000000,0.4300000,17430.0000000,729025.0000000,2651.0000000,1458175317.5000000
FUTSTKCUMMINSIND25-AUG-2026,5576.5000000,5594.5000000,5703.0000000,5587.0000000,5678.5000000,5678.5000000,1.8200000,155.0000000,23800.0000000,119.0000000,134171600.0000000
FUTSTKCUMMINSIND30-JUN-2026,5557.0000000,5586.5000000,5709.0000000,5548.5000000,5668.5000000,5659.5000000,1.8400000,1789.0000000,558200.0000000,2791.0000000,3143798400.0000000
FUTSTKCUMMINSIND28-JUL-2026,5539.0000000,5568.0000000,5689.5000000,5531.0000000,5659.0000000,5659.0000000,2.1600000,21087.0000000,772000.0000000,3860.0000000,4341569000.0000000
FUTIDXFINNIFTY30-JUN-2026,26623.7000000,26940.7000000,26948.6000000,26520.0000000,26545.9000000,26554.5500000,-0.2500000,378.0000000,16200.0000000,270.0000000,431355072.0000000
FUTIDXFINNIFTY25-AUG-2026,26874.3000000,0.0000000,0.0000000,0.0000000,,26825.2000000,-0.1800000,1.0000000,0.0000000,0.0000000,0.0000000
FUTIDXFINNIFTY28-JUL-2026,26786.8000000,26797.1000000,26919.6000000,26689.1000000,26812.3000000,26812.3000000,0.0900000,251.0000000,13620.0000000,227.0000000,364991694.0000000
FUTSTKGAIL30-JUN-2026,172.2100000,173.3600000,174.7200000,171.5500000,172.8900000,173.4900000,0.7400000,3069.0000000,10606050.0000000,3367.0000000,1837142118.0000000
FUTSTKGAIL28-JUL-2026,173.3200000,174.0000000,176.0000000,173.0000000,174.4600000,174.4600000,0.6500000,20035.0000000,11612050.0000000,3271.0000000,2026477349.5000000
FUTSTKGAIL25-AUG-2026,174.1600000,175.2100000,176.2000000,174.0000000,175.4200000,175.4200000,0.7200000,357.0000000,443750.0000000,125.0000000,77628453.5000000
FUTSTKINDHOTEL28-JUL-2026,713.2000000,710.5000000,724.2500000,707.3500000,719.2000000,719.2000000,0.8400000,26031.0000000,4487000.0000000,4487.0000000,3220426000.0000000
FUTSTKINDHOTEL25-AUG-2026,716.7000000,714.1000000,728.0000000,712.0500000,725.0000000,725.0000000,1.1500000,168.0000000,62000.0000000,62.0000000,44713600.0000000
FUTSTKINDHOTEL30-JUN-2026,708.7000000,706.2000000,719.9000000,703.5000000,713.9000000,713.9500000,0.7400000,791.0000000,2968000.0000000,2968.0000000,2116450200.0000000
FUTSTKJUBLFOOD30-JUN-2026,418.8000000,419.5500000,422.4000000,414.2500000,418.5500000,417.6000000,-0.2800000,10012.0000000,4803750.0000000,3843.0000000,2011139500.0000000
FUTSTKJUBLFOOD28-JUL-2026,416.7500000,418.9500000,423.8000000,413.8500000,419.9000000,419.9000000,0.7500000,14366.0000000,5815000.0000000,4652.0000000,2441010375.0000000
FUTSTKJUBLFOOD25-AUG-2026,417.4500000,419.0000000,424.9500000,414.8000000,420.7500000,420.7500000,0.7900000,724.0000000,280000.0000000,224.0000000,117741937.5000000
FUTSTKKALYANKJIL25-AUG-2026,383.4000000,382.1500000,396.4000000,382.0000000,391.6500000,391.6500000,2.1500000,360.0000000,302400.0000000,224.0000000,118604587.5000000
FUTSTKKALYANKJIL30-JUN-2026,377.8000000,376.7500000,391.9500000,375.0500000,386.3000000,386.7000000,2.3500000,3507.0000000,7134600.0000000,6072.0000000,2753676831.2500000
FUTSTKKALYANKJIL28-JUL-2026,380.9500000,382.0500000,394.8000000,379.0500000,389.9000000,389.9000000,2.3400000,30317.0000000,10509750.0000000,7785.0000000,4091001525.0000000
